title,type,description,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_score
Into the Wind,MOVIE,"She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and passion. They will meet in Hel. The unusual charm of the boy makes the girl exceed her limits and enter a completely unknown world of kitesurfing, music and fun. The feeling that arises between them does not please her family or his friends. Is Ania and Michal's relationship strong enough to overcome adversities and become more than just a holiday love?",2022,,108,"['drama', 'romance', 'sport', 'comedy']",['PL'],5.2,5.3
The Most Dangerous Man in Europe,MOVIE,"Waffen-SS officer Otto Skorzeny (1908-75) became famous for his participation in daring military actions during World War II. In 1947 he was judged and imprisoned, but he escaped less than a year later and found a safe haven in Spain, ruled with an iron hand by General Francisco Franco. What did he do during the many years he spent there?",2021,,68,"['history', 'documentation', 'war']",['ES'],6.8,6.6
Nate Bargatze: The Greatest Average American,MOVIE,"Tennessee-born comedian, actor, and podcast host Nate Bargatze is back with his second hour-long Netflix original comedy special, Nate Bargatze: The Greatest Average American. Nate reflects on being part of the Oregon Trail generation, meeting his wife while working at Applebee's and the hilariously relatable moments of being a father and husband.",2021,,61,"['documentation', 'comedy']",['US'],7.3,7.1
Annaatthe,MOVIE,"Kaaliyan is a village president in the Madurai district, who is fondly called Annaatthe. His nieces compete with each other to marry him. But, he falls in love with another woman who visits their village. Kaaliyan has a sister who gets married and shifts to Kolkata where she faces some unknown threats. Soon, her brother comes to her aid.",2021,,163,"['action', 'drama', 'comedy']",['IN'],4,5.8
Light the Night,SHOW,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",2021,TV-MA,57,"['thriller', 'drama', 'crime']",['TW'],7.4,8.611
The Tambour of Retribution,MOVIE,The son of the swordsman falls in love with the daughter of Tagaga in a social paradox based on selling joy (wedding) and buying death,2021,,92,['drama'],['SA'],6.8,7
Creedence Clearwater Revival (Travelin' Band) - Live at the Royal Albert Hall 1970,MOVIE,"Featuring never-before-seen concert footage and narration by Jeff Bridges, this documentary explores CCR's humble origins and meteoric rise.",2022,,109,"['music', 'documentation']",['GB'],7.5,5.9
Love Never Lies,SHOW,"Six couples are subjected to an eye-scanning lie detector in this reality show where lies cost money, and truth and trust come with a juicy cash prize.",2021,TV-MA,50,['reality'],['ES'],5.6,6.3
Alma Matters: Inside the IIT Dream,SHOW,"In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult.",2021,TV-MA,49,"['drama', 'documentation']",['IN'],8.3,7.25
Jogi,MOVIE,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",2022,,116,"['crime', 'drama', 'thriller', 'history']",['IN'],7.2,6.6
Never Stop Dreaming: The Life and Legacy of Shimon Peres,MOVIE,"A look back on the life of Nobel Peace Prize winner, Shimon Peres, who served as prime minister of Israel twice and negotiated the 1994 Israel-Jordan peace treaty.",2022,,129,['documentation'],['US'],6.9,5.8
Meskina,MOVIE,"A Moroccan-Dutch single thirty-something is seen as a ""Meskina"" (a pity-case) by her family, who desparately want to couple her.",2021,,98,"['comedy', 'romance']",['NL'],5.6,6.259
Kid Cosmic,SHOW,"A young boy who dreams of becoming a hero, stumbles across some cosmic stones of power. His dreams appear to have come true.",2021,TV-Y7,22,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family']",['US'],7.9,8.6
Lethal Love,MOVIE,"When a handsome man manipulates a mother and daughter into falling in love with him, the daughter must expose his scheme before her mother becomes his next victim.",2021,,87,['thriller'],[],4.4,
L.O.L. Surprise! House of Surprises,SHOW,Calling all queens. Royal Bee is bringing her BFF's to The House of Surprises to show them her FABULOUS new project.,2021,TV-Y,0,['animation'],['US'],,2
Johnny Test,SHOW,"How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!",2021,TV-Y,14,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],6.4,7.75
The Stronghold,MOVIE,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",2021,,105,"['action', 'crime', 'thriller', 'european']",['FR'],6.9,7.4
Spoiled Brats,MOVIE,"A millionaire wants to help his spoiled children be better people, so he tricks them and pretends that the family lost the fortune on which the entitled young people had relied.",2021,,95,['comedy'],['FR'],6,6.221
Lulli,MOVIE,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.",2021,,90,"['comedy', 'romance']",['BR'],4.8,5.861
One Night in Paris,MOVIE,An all-star group of French comics make a joyful return to the stage as they perform at iconic clubs like Le Fridge Barbes and the Jamel Comedy Club.,2021,,64,['comedy'],['FR'],4.6,5.4
Ranveer vs Wild with Bear Grylls,MOVIE,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower.",2022,PG,70,"['action', 'family', 'documentation']",['IN'],6.6,6
Dogs in Space,SHOW,"In the not-so-distant future, genetically enhanced dogs are sent across the universe in search of a new home for the human race. It’s a giant cosmic game of fetch, as the canines seek a planet that will save humanity and - more importantly - let them return to their beloved owners.",2021,TV-Y7,22,"['action', 'scifi', 'comedy', 'animation', 'family', 'fantasy']",['US'],7.2,7.6
Double Dad,MOVIE,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021,,103,"['comedy', 'drama', 'family']",['BR'],5.6,6.696
Get the Grift,MOVIE,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021,,94,"['comedy', 'crime']",['BR'],5.3,6.454
Action Pack,SHOW,"The heroic kids of the Action Academy take on the bad guys with their hearts, their wits and their superpowers, and bring out the best in them.",2022,TV-Y,23,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],6.6,8.2
Mandela,MOVIE,An underprivileged hairdresser becomes the game changer in a local body election in a village where caste politics rules the roost. Will he be able to bring some changes to people's lives?,2021,,140,"['drama', 'comedy']",['IN'],8.5,7.1
What Would Sophia Loren Do?,MOVIE,"Nancy Vincenza Kulik, an Italian-American grandmother from Fort Lee, New Jersey, has experienced many challenges and triumphs. But she always meets life's journey with love, resilience and joy, inspired in part by another Italian grandmother, movie star Sophia Loren.",2021,,33,['documentation'],['US'],,6.705
Angry Birds: Summer Madness,SHOW,"Sparks and feathers fly when a teenage Red, Chuck, Bomb and Stella spend a wild summer together with other Angry Birds at Camp Splinterwood.",2022,TV-Y7,15,"['animation', 'action', 'comedy', 'family', 'fantasy']","['US', 'GB', 'FI', 'CA']",5.7,7.333
Sinam,MOVIE,She was forced into prostitution. She is considered less than human. She is full of anger. Now she recounts her brutal life story to a documentary filmmaker.,2022,,18,"['drama', 'thriller', 'crime', 'action']",['IN'],7.9,2
The Soul,MOVIE,"Wang Shicong, chairman of the famous group, died tragically at home. The prosecutor Liang Wenchao and his wife, Abang, learned during the investigation that the deceased’s long-term partner, Dr. Wan, and his ex-wife’s Son Wang Tianyou, young newlywed wife Li Yan, and even the dead ex-wife, each suspect has an intricate connection. As more clues gradually surfaced, they gradually discovered the rich. The amazing secret hidden behind the murder...",2021,,130,"['scifi', 'thriller', 'drama']","['TW', 'CN']",6.6,7.3
The K.E.O.P/S System,MOVIE,"Belgrano neighborhood, Buenos Aires, Argentina. Someone is watching Fernando Berlasky from one of the countless windows in front of his apartment and sending him e-mails.",2022,,119,"['drama', 'thriller', 'comedy', 'action']",['AR'],5.8,5.9
Fenced In,MOVIE,"After a nervous breakdown, Walter trades the city for the countryside. But his hopes for a calm life are shattered once he meets his loud new neighbors.",2022,,110,"['comedy', 'family', 'fantasy']",['BR'],4.4,6
"Mirror, Mirror",MOVIE,"Employees at a cosmetics firm grapple with their respective desires by arguing with themselves in the mirror, ahead of their company’s anniversary party.",2022,,79,['comedy'],['ES'],5,5.6
Why Are You Like This?,SHOW,"Penny and Mia are best friends, but they are not good for each other or anyone else. Leaving a path of destruction in their wake wherever they go, they say and do what they want - regardless of the consequences.",2021,,24,['comedy'],['AU'],6.5,7.222
Stand Out: An LGBTQ+ Celebration,MOVIE,"A group of LGBTQ+ comedians get together to celebrate a brand of queer comedy. Legends, headliners, and emerging talent all perform at The Greek Theatre for an unforgettable queer stand-up event.",2022,,96,"['comedy', 'documentation']",[],6.1,5.6
City of Ghosts,SHOW,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history.",2021,TV-Y7,19,"['animation', 'drama']",['FR'],6.1,6.875
Bad Guys,SHOW,A detective returns from suspension and pulls together an unorthodox special investigation team in order to capture a serial killer.,2022,TV-MA,62,['drama'],['TH'],,6
D.O.D.: Day of Destiny,MOVIE,"The thrilling adventure of Chidi and Rotimi, teenagers who get a magical chance to travel back in time and change their broke parents' past.",2021,,110,"['scifi', 'comedy', 'drama']",['NG'],5.3,2
Wild Abandon,SHOW,"In the haze of a midlife crisis, an architect begins living a double life as a punk while members of his family lead their own crisis-ridden lives.",2022,TV-MA,51,"['drama', 'comedy']",['TR'],7.1,7.294
